,Message,Spam_Status,num_words,message_len,num_uppercase_chars,num_uppercase_words,contains_free_or_win
4892,send new number,ham,5,22,1,0,0
4893,convey regard,ham,5,24,1,0,0
4894,want latest video handset anytim network min half price line rental repli call deliveri tomorrow,spam,21,132,4,0,0
4895,half year miss friendship,ham,8,44,0,0,0
4896,cant pick phone right pl send messag,ham,11,51,2,0,0
4897,oh fuck sake like tallahass,ham,10,44,1,0,0
4898,haha first person gonna ask,ham,10,47,2,0,0
4899,ou guarant latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd,spam,27,146,23,1,0
4900,taka lor wat time u wan come n look us,ham,12,44,2,0,0
4901,free polyphon rington text super get free poli tone week sn pobox nr zs subscript pw,spam,24,134,48,8,1
4902,reach anoth stop,ham,7,36,1,0,0
4903,mean post wrote like mani time ritten stuff let sit feel time angri left hit send stop check phone got car said sleep bore time clean fold laundri etc least make bed,ham,94,415,16,2,0
4904,warner villag c colin farrel swat wkend warner villag get free med popcorn show msg ticket kiosk valid c c kiosk repli soni mre film offer,spam,36,181,20,2,1
4905,come onlin today night,ham,6,32,1,0,0
4906,anyth special,ham,3,22,1,0,0
4907,solihul want anyth,ham,8,40,1,0,0
4908,good day,ham,6,24,2,0,0
4909,regret inform u nh made mistak u never actual born plea report yor local hospit b termin r sorri inconveni,ham,31,160,127,24,0
4910,love holiday monday feel even go dentist hour,ham,17,80,3,0,0
4911,way tirupur,ham,7,27,1,0,0
4912,goal arsen henri v liverpool henri score simpl shot yard pass bergkamp give arsen goal margin min,spam,32,155,7,0,0
4913,alreadi got flaki parent snot suppo child job support parent ride age anyway suppo support hurt unint hurt nonetheless,ham,47,237,7,0,0
4914,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow,ham,25,134,5,0,0
4915,drop em omw back,ham,7,33,1,0,0
4916,nd time tri contact u u pound prize claim easi call p per min bt nation rate,spam,32,153,9,2,0
4917,sit mu wait everyon get suit take shower,ham,18,80,2,0,0
4918,call see facebook huh,ham,10,45,2,0,0
4919,g say never answer text confirm deni,ham,9,48,1,0,0
4920,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng,ham,33,148,8,0,0
4921,hi dear call urgnt know problem want work problem least tell wate repli,ham,34,156,6,0,0
4922,oh yah never cancel leh haha,ham,7,38,3,0,0
4923,go e normal pilat intro,ham,10,49,1,0,0
4924,ok let u noe leav hou,ham,9,38,2,0,0
4925,oh ye like tortur watch england,ham,9,48,1,0,0
4926,wanna art,ham,5,22,2,0,0
4927,hope piss rememb gone sister someth,ham,20,98,2,0,0
4928,got take take part wrc ralli oz u lucozad energi text ralli le p see pack lucozad co uk wrc itcould u,spam,34,159,17,3,0
4929,hi sexychat girl wait text text great night chat send stop stop servic,spam,24,124,14,2,0
4930,good morn boytoy yummi lip sexi bun think crave need,ham,32,149,7,0,0
4931,match start india lt gt,ham,7,37,1,0,0
4932,free call sir,ham,5,22,1,0,1
4933,hey want anyth buy,ham,7,33,1,0,0
4934,hey babe go ever figur go new year,ham,17,83,4,0,0
4935,k k congratul,ham,3,24,1,0,0
4936,g want know fuck,ham,9,38,1,0,0
4937,cancel yeah babi well sound import understand darlin give ring later fone love kate x,ham,26,129,3,0,0
4938,tomarrow want got court lt decim gt come bu stand,ham,19,85,10,1,0
4939,go home liao ask dad pick,ham,12,46,3,0,0
4940,omg make wed chapel frontiervil get good stuff,ham,17,87,2,0,0
4941,eatin lor goin back work soon e mountain deer show huh watch b liao nice,ham,22,106,3,0,0
4942,check mail mail varma kept copi regard membership take care insha allah,ham,17,95,1,0,0
4943,wrong phone phone answer one assum peopl well,ham,18,86,3,0,0
4944,anyway think secur anyth lemm know want drive south chill,ham,23,107,3,0,0
4945,alreadi back home probabl,ham,9,40,1,0,0
4946,great news call freefon claim guarant cash gift speak live oper,spam,22,120,19,3,1
4947,hi ami send free phone number coupl day give access adult parti,spam,29,137,2,0,1
4948,bu way calicut,ham,9,33,1,0,0
4949,hi probabl much fun get messag thought id txt u co im bore jame fart night,ham,32,146,1,0,0
4950,hi babi im sat bloodi bu mo wont home wanna somethin later call later ortxt back jess xx,ham,31,136,0,0,0
4951,welcom select servic ad benefit call special train advisor free mobil diall,spam,24,140,8,1,1
4952,lost pound sinc doc visit last week woot woot gonna celebr stuf face,ham,21,100,3,0,0
4953,u come back dinner rite dad ask confirm wif u,ham,15,64,2,0,0
4954,master buy bb co sale bf,ham,18,73,2,0,0
4955,ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im,ham,32,146,1,0,0
4956,vivek got call number,ham,9,39,1,0,0
4957,u call lunch,ham,8,32,1,0,0
4958,mean left earli check co work,ham,17,65,1,0,0
4959,want lt gt rs da,ham,10,41,1,0,0
4960,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,ham,36,152,15,1,0
4961,yup ok,ham,2,9,1,0,0
4962,want see pretti pussi,ham,7,34,1,0,0
4963,dear voucher holder next meal us use follow link pc enjoy dine experiencehttp www vouch com etlp dine asp,spam,30,153,4,0,1
4964,peopl game mall iouri kaila,ham,16,66,2,0,0
4965,urgent tri contact u today draw show prize guarant call land line claim valid hr,spam,29,160,22,2,0
4966,donat unicef asian tsunami disast support fund text donat ad next bill,spam,29,137,15,2,0
4967,futur plan tomorrow result today best present enjoy futur,ham,25,133,2,0,0
4968,cme want go ho morow wil cme got dear didnt say time,ham,30,125,4,0,0
4969,suppo meet discuss abt trip thought xuhui told afternoon thought go lesson,ham,25,132,4,0,0
4970,hey come onlin use msn,ham,9,44,3,0,0
4971,fine hope good take care,ham,10,42,3,0,0
4972,oop shower u call hey park garag collap univ hospit see crazi stuff like happen,ham,27,142,10,1,0
4973,aiyo u poor thing u dun wan eat u bath alreadi,ham,14,62,3,0,0
4974,yar tot u knew di would happen long ago alreadi,ham,11,54,2,0,0
4975,gorgeou keep pix cum thank,ham,9,54,1,0,0
4976,boy late home father power frndship,ham,11,56,17,3,0
4977,jade paul u txt u rememb barm want talk u txt,ham,22,90,62,14,0
4978,spend new year brother famili let plan meet next week readi spoil,ham,21,111,3,0,0
4979,u today,ham,5,22,1,0,0
4980,said okay sorri,ham,5,22,2,0,0
4981,slept thinkthi time lt gt pm danger,ham,10,57,3,0,0
4982,network job,ham,4,24,1,0,0
4983,goldvik invit friend repli ye see www sm ac u goldvik stop send stop frnd,spam,29,138,24,6,0
4984,dont let studi stress l r,ham,7,38,2,0,0
4985,u haf keep busi,ham,9,32,1,0,0
4986,rush work school rush go hungri,ham,17,70,3,0,0
4987,channel,ham,2,25,1,0,0
4988,tell coulda real valentin u never pick noth,ham,20,96,12,1,0
4989,phoni award today voda number end xxxx select receiv award match plea call quot claim code standard rate app,spam,32,177,8,1,0
4990,made eta taunton plan hope still okday good see xx,ham,22,97,4,0,0
4991,hungri buy smth home,ham,6,27,1,0,0
4992,hey kate,ham,2,9,7,2,0
4993,drive read need write,ham,10,42,2,0,0
4994,look addi goe back monday suck,ham,13,61,2,0,0
4995,happi new year hope good semest,ham,10,51,2,0,0
4996,esplanad lor el,ham,4,28,2,0,0
4997,talk,ham,5,22,1,0,0
4998,hmph go head big baller,ham,5,26,2,0,0
4999,well like actual call someon punto woulda wor,ham,14,78,2,0,0
5000,nope sinc ayo travel forgotten guy,ham,9,51,2,0,0
5001,still around look pick later,ham,8,42,2,0,0
5002,cd u congratul ur award cd gift voucher gift guarant freeentri wkli draw xt music tnc www ldew com win ppmx age,spam,30,169,13,2,1
5003,someon year lt gt toyota camri like mr olayiwola mileag lt gt k clean need know much sell rai dough soon land sell holla back,ham,52,247,4,0,0
5004,guess pub im im happi pig clover whatev say,ham,18,81,2,0,0
5005,ill b soon,ham,4,15,12,3,0
5006,oh k come tomorrow,ham,6,28,2,0,0
5007,go fool dont cheat ok,ham,6,28,1,0,0
5008,mobil number pl sm ur mail id convey regard achan amma rakhesh qatar,ham,15,78,3,0,0
5009,way rencontr meet mountain dont,ham,10,60,2,0,0
5010,guarant cash prize claim yr prize call custom servic repr pm cost p,spam,29,156,6,1,0
5011,u attend ur drive lesson mani time wk n day,ham,13,59,1,0,0
5012,uncl g check reward month,ham,12,59,3,0,0
5013,hello boytoy geeee miss today like send tm remind think love love kiss,ham,29,146,6,0,0
5014,think two still need get cash def readi,ham,18,73,1,0,0
5015,hey gal u wanna meet dinner n te,ham,10,47,4,0,0
5016,dear xxxxxxx u invit xchat final attempt contact u txt chat p msgrcvdhg suit land row w j hl ldn yr,spam,28,154,26,3,0
5017,babe talk think good boy miss love,ham,32,152,8,0,0
5018,great offic today,ham,6,31,2,0,0
5019,cool last littl get time soon,ham,14,66,2,0,0
5020,sad puppi noi,ham,3,19,0,0,0
5021,ye possibl dint tri pl dont tell one k,ham,13,57,2,0,0
5022,anyway holla whenev around need excu go creep peopl sarasota,ham,20,100,2,0,0
5023,happen,ham,4,22,2,0,0
5024,gonna ask lol think,ham,12,44,1,0,0
5025,ur cash balanc current pound maxim ur cash send go p meg cc hg suit land row w j hl,spam,27,146,12,3,0
5026,privat account statement show un redeem point call identifi code xx expir,spam,23,133,17,1,0
5027,go chase run cross street,ham,14,67,1,0,0
5028,like tell deepest darkest fantasi call p min stop text call nat rate,spam,23,126,3,0,0
5029,come friday leav pongal get news work place,ham,17,84,1,0,0
5030,hey inconveni si huh,ham,9,48,2,0,0
5031,ok vl u know got adsen approv,ham,10,43,1,0,0
5032,realli good see day dudett miss,ham,13,69,1,0,0
5033,want go perumbavoor,ham,6,27,1,0,0
5034,mani time told stage use laugh listen aha,ham,16,72,2,0,0
5035,believ true incr txt repli g learn truli amaz thing blow mind fwd p txt,spam,31,149,11,0,0
5036,hear,ham,7,28,1,0,0
5037,thank talk saturday dear cherish brother role model,ham,28,133,3,0,0
5038,pl clarifi back open return ticket prepon go back kerala,ham,21,98,1,0,0
5039,natali f invit friend repli ye see www sm ac u natali k stop send stop frnd,spam,29,135,25,6,0
5040,ran younger man make pretti babi togeth,ham,13,70,1,0,0
5041,jamster get free wallpap text heart c appli need help call,spam,20,109,12,1,1
5042,ic lol play door sometim yo,ham,9,41,2,0,0
5043,dunno dad said come home bring us lunch yup go w u lor call u reach school lor,ham,27,111,3,0,0
5044,sent jd custom servic cum account execut ur mail id detail contact us,ham,18,97,8,1,0
5045,desir u go doctor liver get bit stylish get ur hair manag,ham,18,89,4,0,0
5046,hmmm still dont open,ham,6,31,1,0,0
5047,yeah basic time next week get away mom amp get,ham,19,89,1,0,0
5048,edison rightli said fool ask question wise man answer know us speechless viva gm,ham,28,143,7,1,0
5049,vote wherev heart guid,ham,9,43,1,0,0
5050,si lor juz watch italian job,ham,9,46,2,0,0
5051,tick tick tick could die lone know pout stomp feet need,ham,19,111,4,0,0
5052,lmao know well,ham,6,27,1,0,0
5053,doubl min doubl txt price liner latest orang bluetooth mobil call mobileupd latest offer call optout lf,spam,24,159,13,0,0
5054,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club week way,ham,36,175,4,0,0
5055,goodnight da thangam realli miss u dear,ham,8,42,2,0,0
5056,hey next sun basic yoga cour bugi go pilat intro next sat tell time r free,ham,28,138,4,0,1
5057,geeeee internet realli bad today eh,ham,8,50,2,0,0
5058,free video camera phone half price line rental mth cross ntwk min txt call mobileupd call optout,spam,25,145,9,0,1
5059,think disturb da,ham,7,30,1,0,0
5060,sorri call later meet sir,ham,11,49,3,0,0
5061,havent stuck orchard dad car go dinner u leh r free tonight,ham,20,91,4,0,1
5062,ok also wan watch e pm show,ham,10,36,1,0,0
5063,dunno lei like dun haf,ham,6,30,2,0,0
5064,brother transfer lt gt lt gt pa,ham,10,63,2,0,0
5065,call later afternoon onword mtnl servic get problem south mumbai hear cann listen,ham,23,119,3,0,0
5066,uk break accommodationvouch term condit appli claim mustprovid claim number,spam,20,132,5,1,0
5067,talk g x,ham,7,26,1,0,0
5068,hai dear friend new amp present number rajitha raj ranju,ham,14,82,6,0,0
5069,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti,spam,32,160,7,0,0
5070,differ style,ham,4,23,1,0,0
5071,win shop spree everi week start play text store skilgm tsc winawk age perweeksub,spam,23,137,22,4,1
5072,gud ni dear slp well take care swt dream muah,ham,10,53,2,0,0
5073,want sent lt gt mesag today sorri hurt,ham,14,66,3,0,0
5074,nd attempt contract u week top prize either cash prize call,spam,27,132,3,0,0
5075,well glad find total disagr lol,ham,12,62,2,0,0
5076,guy flash go call call madam take care oh,ham,17,74,4,0,0
5077,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call,spam,26,158,8,0,1
5078,mark work tomorrow get work hou meet u afterward,ham,20,93,3,0,0
5079,keep ur problem ur heart,ham,6,29,1,0,0
5080,yeah give call got minut,ham,11,43,1,0,0
5081,hi babe uawak feellikw shit justfound via alett thatmum gotmarri thnov behind ourback fuckinn selfish,ham,17,119,98,15,0
5082,amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount mother law woman hitler eleven plu two twelv plu one amaz,ham,39,256,17,0,0
5083,aiya discuss later lar pick,ham,12,51,3,0,0
5084,hey happi birthday,ham,3,21,1,0,0
5085,sorri miss call plea call back,ham,10,51,2,0,0
5086,omg one thing anoth cat worm bad day end,ham,18,85,2,0,0
5087,good morn im suffer fever dysentri abl come offic today,ham,17,94,1,0,0
5088,wont anyth de,ham,5,22,1,0,0
5089,type stuff sing,ham,7,31,1,0,0
5090,st andr virgil cream,ham,5,24,1,0,0
5091,check room befor activ,ham,9,46,2,0,0
5092,fri ah oki lor goin drivin den go shoppin tt,ham,14,65,2,0,0
5093,gokila talk aha,ham,6,32,1,0,0
5094,hi shanil rakhesh thank exchang uncut diamond stuff leav back excel servic dino prem,ham,20,120,6,0,0
5095,k k month kote birthday know,ham,7,36,1,0,0
5096,realli realli broke oh amount small even lt gt,ham,15,71,2,0,0
5097,sorri mate phone didnt write love kate,ham,15,70,2,0,0
5098,themob hit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpap free,spam,29,149,12,1,1
5099,ah well confu thing doesnt thought friend mayb wrong thing alreadi sort invit tho may come co money,ham,33,166,3,0,0
5100,aight call close,ham,7,32,1,0,0
5101,nope fine might nap tho,ham,9,41,2,0,0
5102,msg mobil content order resent previou attempt fail due network error queri customersqueri netvi uk com,spam,26,153,3,0,0
5103,news hassl get weed week andr money haughaighgtujhyguj,ham,18,98,19,1,0
5104,boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid aproach gal dt time truck speed toward gal wn hit girl boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instantli girl shout energi n thi live happili gthr drink boost evrydi moral stori hv free msg gud ni,ham,97,450,14,0,1
5105,wnt buy bmw car urgent vri urgent hv shortag lt gt lac sourc arng di amt lt gt lac prob,ham,33,150,5,1,0
5106,ding ya break fassyol blacko londn,ham,9,47,2,0,0
5107,realli need kiss u miss u babi ur babi eva,ham,15,57,41,9,0
5108,sign matur start say big thing actual start understand small thing nice even bslvyl,ham,27,154,24,4,0
5109,oh got mani respon,ham,5,33,1,0,0
5110,new messag plea call,spam,8,47,2,0,0
5111,reach sch alreadi,ham,5,27,1,0,0
5112,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat vco free,spam,27,159,14,1,1
5113,u definit need modul e human di sem izzit u wan take modul st,ham,18,91,2,0,0
5114,argh fuck nobodi town,ham,9,39,1,0,0
5115,get lion england tone repli lionm mono lionp poli go www rington co uk origin n best tone gbp network oper rate appli,spam,31,156,7,0,0
5116,thank fill complet calm reassur,ham,8,53,2,0,0
5117,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean,ham,12,88,1,0,0
5118,drive train,ham,5,28,1,0,0
5119,lol real told dad cancer,ham,10,43,3,0,0
5120,privat account statement,spam,7,44,10,1,0
5121,oop lt gt,ham,7,32,2,0,0
5122,enufcredeit tocal shall ileav uni get bu yor hou,ham,14,73,53,12,0
5123,hi chikku send nice msg,ham,6,30,2,0,0
5124,imposs argu alway treat like sub like never relea remind necessari,ham,31,154,3,0,0
5125,work ah den plu lor u workin oso rite den go orchard lor place go liao,ham,22,107,4,0,0
5126,wonder okor great month cherish guy wish well day mojibiola,ham,19,101,5,0,0
5127,cuz ibor wanna studi,ham,6,31,2,0,0
5128,wot wed nite til,ham,13,49,2,0,0
5129,rose red red blood blood heart heart u u send ti ur friend includ u like u get back u r poor relat u need support u r frnd mani luv u pray god marri u tri,ham,65,281,6,0,0
5130,way,ham,8,37,1,0,0
5131,suck go u hair free right,ham,18,70,3,0,1
5132,still work time also tri ad zero save check lt gt,ham,22,114,3,0,0
5133,hmm dunno leh mayb bag goigng dat small ju anyth except perfum smth dat keep,ham,24,116,3,0,0
5134,sday join train start today,ham,8,47,1,0,0
5135,sorri grocer,ham,5,27,1,0,0
5136,nice pub near franki n benni near warner cinema,ham,17,87,3,0,0
5137,costa del sol holiday await collect call toclaim sae tc pobox stockport sk xh cost pm max min,spam,29,164,29,5,0
5138,yup havent want go yoga call book,ham,19,88,4,0,0
5139,oh shut omg yesterday dream kid boy piss kid boy even told mark dream chang diaper cau get owe face,ham,50,228,8,0,0
5140,yeah imagin would realli gentl unlik doc treat patient like turkey,ham,18,102,3,0,0
5141,free st week nokia tone ur mobil everi week txt nokia get txting tell ur mate www getz co uk pobox w wq norm p tone,spam,33,162,18,2,1
5142,start dont stop pray good idea anyth see help guy forward link,ham,28,133,2,0,0
5143,hi darlin im helen fone im gonna b princ nite plea come tb love kate,ham,20,88,2,0,0
5144,offic da,ham,9,36,1,0,0
5145,aiyar u poor thing give u support k jia think u,ham,18,77,4,0,0
5146,oh unint bad time great finger train play along give fifteen min warn,ham,16,104,4,0,0
5147,get garden readi summer free select summer bulb seed worth scotsman saturday stop go notxt co uk,spam,31,156,9,1,1
5148,k come wenev u lik come also tel vikki come get free time,ham,18,87,1,0,1
5149,pl call da happen,ham,6,28,2,0,0
5150,happi new year u ur famili may new year bring happi stabil tranquil ur vibrant colour life,ham,22,130,1,0,0
5151,problem renew right away dont know detail,ham,17,79,2,0,0
5152,idk sit stop shop park lot right bawl eye feel like failur everyth nobodi want feel like fail,ham,40,184,3,0,0
5153,left yet probabl gonna til dinner,ham,11,53,1,0,0
5154,like lt gt question,ham,5,31,1,0,0
5155,new year eve ok went parti boyfriend si hey,ham,20,85,64,18,0
5156,sir need velusami sir date birth compani bank facil detail,ham,14,77,3,0,0
5157,k k sm chat,ham,6,23,1,0,0
5158,come karnan car plea wait till pm directli goto doctor,ham,14,76,2,0,0
5159,bluray player,ham,6,28,1,0,0
5160,ok r meet later,ham,6,30,2,0,0
5161,lol need cash nitro hurri come crash,ham,17,75,4,0,0
5162,send text skype later,ham,8,36,2,0,0
5163,ok leav need ask,ham,6,23,1,0,0
5164,congrat mobil g videophon r call videochat wid ur mate play java game dload polyph music nolin rentl bx ip p,spam,26,160,6,0,0
5165,still got lesson sch,ham,7,33,4,0,0
5166,dun believ leh tot told true alreadi thk muz c us tog believ,ham,24,99,3,0,0
5167,oh charg camera,ham,5,24,1,0,0
5168,got salt rub open wound like,ham,17,67,2,0,0
5169,go lunch,ham,6,24,1,0,0
5170,school n da lab stuff give call r done,ham,23,85,2,0,0
5171,oh k come tomorrow,ham,6,28,2,0,0
5172,aight text tonight see,ham,11,46,1,0,0
5173,u,ham,2,4,1,0,0
5174,water log desert geoenviron implic,ham,6,55,2,0,0
5175,raji pl favour pl convey birthday wish nimya pl today birthday,ham,18,93,6,0,0
5176,compani good environ terrif food realli nice,ham,12,70,1,0,0
5177,strang watch nd one bed sweet dream miss u,ham,18,86,2,0,0
5178,sm auction brand new nokia auction today auction free join take part txt nokia,spam,24,119,31,6,1
5179,hi hope u r ok said would text u seen let gentli plea,ham,24,101,1,0,0
5180,babe fuck love know fuck good hear voic need crave get enough ador ahmad kiss,ham,34,157,9,0,0
5181,k sure rel home sm de pl,ham,11,49,3,0,0
5182,sent like,ham,6,25,2,0,0
5183,fuuuuck need stop sleepin sup,ham,7,35,2,0,0
5184,town ju take mrt later,ham,13,48,1,0,0
5185,cook rather nice salmon la,ham,10,43,1,0,0
5186,upload mine facebook,ham,5,27,2,0,0
5187,time u wrkin,ham,4,18,14,3,0
5188,oki,ham,1,4,1,0,0
5189,ree entri weekli comp chanc win ipod txt pod get entri std txt rate c appli detail,spam,32,142,6,1,1
5190,record indic u mayb entitl pound compen accid claim free repli claim msg stop txt stop,spam,30,156,12,2,1
5191,sorri call later,ham,5,22,2,0,0
5192,oh oh den muz chang plan liao go back yan jiu,ham,14,69,3,0,0
5193,wyli tampa sarasota,ham,8,37,1,0,0
5194,ok take ur time n enjoy ur dinner,ham,8,39,2,0,0
5195,darren say dat u meet da ge den dun meet dinner co later u leav xy feel awkward den u meet lunch lor,ham,30,134,3,0,0
5196,spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed p per logo pic,spam,28,150,11,2,1
5197,like cheap happi splash wine make feel better,ham,20,85,3,0,1
5198,fine difficulti phone work mine pl send anoth friend request,ham,22,116,4,0,0
5199,ugh leg hurt musta overdid mon,ham,9,42,2,0,0
5200,call germani penc per minut call fix line via access number prepay direct access www telediscount co uk,spam,28,151,5,0,0
5201,costa del sol holiday await collect call toclaim sae tc pobox stockport sk xh cost pm max min,spam,29,164,29,5,0
5202,wot student discount u get book,ham,8,40,32,7,0
5203,fine absolutli fine,ham,4,23,1,0,0
5204,come get b quit diff guess rite,ham,13,61,2,0,0
5205,mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptxt,spam,24,160,12,1,1
5206,reach ur home lt gt minut,ham,9,43,1,0,0
5207,babe answer see mayb better reboot ym got photo great,ham,23,109,7,1,0
5208,hi think match,ham,6,30,1,0,0
5209,know thinkin malaria relax children cant handl malaria would wor gastroent take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop,ham,61,329,6,0,0
5210,dai download exe file run exe instal,ham,18,91,1,0,0
5211,yesterday true true,ham,6,31,1,0,0
5212,k k busi,ham,7,29,1,0,0
5213,pa select,ham,5,22,0,0,0
5214,natalja f invit friend repli ye see www sm ac u nat stop send stop frnd,spam,29,136,25,6,0
5215,keep ten rs shelf buy two egg,ham,10,40,1,0,0
5216,late,ham,8,29,2,0,0
5217,well nice bad cant eat,ham,9,38,2,0,0
5218,accid brought em home box,ham,8,41,1,0,0
5219,pl need dat slowli vomit,ham,11,51,1,0,0
5220,take exam march,ham,9,35,1,0,0
5221,jane babe goin wrk feel ill lst nite fone alreadi cover chuck,ham,18,89,2,0,0
5222,night nt stay port step liao ex,ham,11,51,2,0,0
5223,die want u stuff,ham,11,40,3,0,0
5224,oh fuck juswok bed boatin dock slept wid year old spinout giv u da gossip l r xxx,ham,24,112,77,19,0
5225,smile pleasur smile pain smile troubl pour like rain smile sum hurt u smile becoz someon still love see u smile,ham,26,141,19,1,0
5226,prabha soryda reali frm heart sori,ham,10,45,1,0,0
5227,met alex nichol middl school turn deal,ham,15,71,1,0,0
5228,privat account statement fone show un redeem point call identifi code expir,spam,25,146,17,1,0
5229,mean u could keep ur word,ham,8,35,1,0,0
5230,nope still market,ham,7,29,2,0,0
5231,reali busi guy tri bother get exam outta way tri car gr day,ham,35,143,3,0,0
5232,chosen receiv award pl call claim number collect award select receiv valu mobil custom,spam,29,159,28,6,0
5233,hey project start aha da,ham,9,48,2,0,0
5234,ok cool see ya,ham,5,21,2,0,0
5235,uworld site buy qbank buy self assess also,ham,21,98,2,0,0
5236,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli,ham,26,136,11,0,0
5237,someonon know tri contact via date servic find could call mobil landlin box sk ch,spam,27,155,7,0,0
5238,yeah still give ride,ham,8,32,2,0,0
5239,jay want work first sound,ham,10,43,1,0,0
5240,gud gud k chikku tke care sleep well gud nyt,ham,10,48,1,0,0
5241,part check iq,ham,6,25,3,1,0
5242,hmm think lor,ham,3,19,1,0,0
5243,cour tea know simpli must see grin keep post prey love smile devour kiss,ham,23,133,5,0,0
5244,thank temal wonder thank great week,ham,12,66,2,0,0
5245,thank princess want see nice juici booti,ham,11,58,2,0,0
5246,eaten day sit stare juici pizza eat med ruin life,ham,26,119,4,0,0
5247,gud ni dear slp well take care swt dream muah,ham,10,53,2,0,0
5248,u come n search tat vid finishd,ham,8,38,1,0,0
5249,k leav soon littl,ham,11,45,2,0,0
5250,urgent plea call landlin cash holiday await collect cs sae po box xy,spam,24,127,13,2,0
5251,yeah work fine start last week stuff dull easi guy fun,ham,20,99,1,0,0
5252,studi alon without anyon help cant need studi,ham,15,77,2,0,0
5253,plea tell car key pur,ham,13,55,1,0,0
5254,didnt get anyth da,ham,5,23,1,0,0
5255,ok sweet dream,ham,3,21,2,0,0
5256,well big surpri,ham,8,33,1,0,0
5257,usual iam fine happi amp well,ham,8,46,1,0,0
5258,cbe chennai,ham,6,23,0,0,0
5259,help u swoop pick u wherev ur bird r meet u want,ham,18,82,1,0,0
5260,anyon call treadmil say buy make sure work found ad craigslist sell lt gt,ham,25,127,4,0,0
5261,absolut love south park recent start watch offic,ham,12,74,8,1,0
5262,see film,ham,5,23,1,0,0
5263,pl speak wont ask anyth friendship,ham,12,65,2,0,0
5264,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one get name person,ham,55,278,22,2,0
5265,gud ni swt drm take care,ham,6,26,1,0,0
5266,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u,ham,33,152,119,30,0
5267,anyth lar go home dinner,ham,9,45,2,0,0
5268,er,ham,1,3,2,1,0
5269,prize go anoth custom c www c biz p min polo ltd suit london w j hl plea call back busi,spam,33,145,12,0,0
5270,u fix teeth asap ok take care,ham,13,51,1,0,0
5271,u wan come dinner tonight,ham,11,45,1,0,0
5272,hello u u u b move flat co need arrang pick lamp etc take care hello carolin,ham,34,152,7,0,0
5273,late k wish,ham,10,42,1,0,0
5274,hi hope ur day good back walk tabl book half eight let know ur come,ham,20,101,4,0,0
5275,oh yeah clearli fault,ham,7,29,1,0,0
5276,dunno leh cant rememb mayb lor wat time r meet tmr,ham,13,63,2,0,0
5277,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night,ham,34,168,3,0,0
5278,urgent mobil number award prize guarant call land line claim valid hr ppm,spam,24,144,21,2,0
5279,helloooo wake sweet morn welcom enjoy day full joy gud mrng,ham,16,125,14,2,0
5280,vikki come around lt time gt,ham,6,35,5,1,0
5281,princess,ham,7,38,1,0,0
5282,gone get info bt dont know,ham,12,49,1,0,0
5283,yeah probabl,ham,6,31,1,0,0
5284,sent ur email id soon,ham,6,24,1,0,0
5285,urgent week free membership prize jackpot txt word claim c www dbuk net lccltd pobox ldnw rw,spam,31,156,40,5,1
5286,still pretti weak today bad day,ham,8,40,2,0,0
5287,hey forget mine possess properti mmm childish smile,ham,16,113,16,4,0
5288,excel thought misundrstud frnd knw u hate bt day wen u knw truth u hate urself gn,ham,26,119,3,0,0
5289,hey congrat u id luv ive go home,ham,12,50,2,0,0
5290,dear call,ham,5,23,2,0,0
5291,xy tri smth u eat alreadi havent,ham,9,47,3,0,0
5292,urgent plea call landlin cash luxuri canari island holiday await collect cs sae po box xy ppm,spam,27,155,16,2,0
5293,donno gene someth,ham,8,38,1,0,0
5294,xma iscom ur award either cd gift voucher free entri r weekli draw txt music tnc www ldew com win ppmx age subscript,spam,26,157,14,3,1
5295,alex say ok ok,ham,13,51,1,0,0
5296,u come funer home,ham,7,32,1,0,0
5297,darl sister school resum minimum wait period reappli take care,ham,23,125,5,0,0
5298,hand phone chat wit u,ham,10,36,1,0,0
5299,well good morn mr london treatin ya treacl,ham,9,55,2,0,0
5300,make tonight,ham,6,23,1,0,0
5301,time come tomorrow,ham,7,35,9,2,0
